id,myTime,myFramerate,myResolution,shaderTitle,shaderStatsLikes,shaderAuthorName,shaderAuthorDate,shaderStatsViewed,shaderDescription,shaderStatsComments
141,2.05,60.0 fps,420 x 236,MONSTER,50,butadiene,2020-03-05,34805,30min livecoding,2
142,1.52,60.0 fps,420 x 236,Flames,307,iq,2013-08-03,34717,Toying with volumetric noise and inversion of space.,10
143,1.31,60.0 fps,420 x 236,Fish swimming,301,iq,2014-01-14,34685,Swimming fish,29
144,2.36,60.0 fps,420 x 236,Sphere - fog density,98,iq,2015-10-01,34521,Analytically integrating quadratically decaying participating media within a sphere. No raymarching involved.,7
145,1.89,60.1 fps,420 x 236,fractal pulse,58,macbooktall,2017-11-20,34558,0f9isdf,1
146,0.00,00.0 fps,420 x 236,Mandara boze,15,kaiware007,2020-09-10,34262,Go to Gokuraku Joudo (極楽浄土),1
147,1.51,60.1 fps,420 x 236,Clouds 3D,30,murieron,2020-04-29,34217,Shader for In memoriam,0
148,1.30,59.9 fps,420 x 236,FixingPixelArt,186,TimothyLottes,2014-08-20,34069,"CRT Styling Post Process, Improves the Quality of Pixel Art",7
149,1.09,60.0 fps,420 x 236,Tiny Planet Clouds,283,valentingalea,2016-05-16,34087,Learning terrain and clouds rendering all in one!,16
150,1.10,60.1 fps,420 x 236,Domain warped FBM noise,35,liamegan,2020-01-30,33971,FBM noise domain warped several times,0
151,1.71,60.0 fps,420 x 236,Plate Tectonics,17,davidar,2018-06-15,33874,Continental drift and mountain range formation simulation,6
152,1.74,59.9 fps,420 x 236,Lotka-Volterra diffusion,24,davidar,2018-07-11,33860,"Influence of environmental variation on a large-scale ecological model. Vegetation (green) growth rate varies with time, prey (blue) birthrate increases along y-axis, and predator (red) effectiveness along x-axis.",4
153,0.00,00.0 fps,420 x 236,Enscape Cube,367,ThomasSchander,2017-08-22,33637,"An ocean scene with a floating logo of our Enscape renderer. Clouds are inspired by Andrew Schneider, Water gen. is from TDM, TAA by Marco Salvi.
The clouds use my fitted phase function (toy: 4sjBDG). If you look long enough, you can feel the fresh air!",43
154,0.00,00.0 fps,420 x 236,Elephant,162,iq,2016-02-07,33610,"Signed Distance Field raymarching. Procedural elephants, split it in layers to prevent the compiler from crashing. The art is composed to camera. Video: https://www.youtube.com/watch?v=vga8FZzv5GE",44
155,1.18,59.9 fps,420 x 236,Auroras,625,nimitz,2017-10-03,33540,Trying to get cheap and fully procedural northern lights effect. Looks better in full screen. Could still be improved...,49
156,1.59,59.9 fps,420 x 236,Storm,315,iq,2013-11-06,33423,Raymarching more fbm(),14
157,1.41,60.1 fps,420 x 236,Palace of Mind,27,butadiene,2020-02-17,33419,IFS,0
158,1.77,60.1 fps,420 x 236,Galaxy of Universes,282,Dave_Hoskins,2014-06-19,33356,"Big Bang? *pfft* It's just a small explosion somewhere in a rotating Galaxy of Universes!
Thanks to Kali for his fractal formula.",11
159,0.98,59.9 fps,420 x 236,Sphere of cubes,102,henryseg,2021-03-20,33360,"See https://youtu.be/A2IAyXc0LuE and https://youtu.be/yrDbD90HXyo for videos on why there appear to be circles all over the sphere.

Derived from BrunoLevy's RayTracing tutorial - step 1, shadertoy.com/view/wdfXR4


",8
160,0.63,62.3 fps,420 x 236,narrow sky,9,lise,2018-11-30,32816,sky,0
161,,,,,,,,,,
162,2.17,60.0 fps,420 x 236,Dth Str,24,amausagi,2020-02-18,32726,from angle of victims,0
163,1.77,60.1 fps,420 x 236,Fragment plane,17,gyabo,2014-07-10,32687,Study simple texture.,2
164,0.00,00.0 fps,420 x 236,Tiny Planet: Earth,415,morgan3d,2016-11-25,32640,"Earth-like planet with exaggerated features. A fbm value-noise implicit surface with shallow + deep water wave simulation, clouds, trees, mountains, desert, beaches, snow, polar caps, denoising, bloom, atmospheric scattering, and star field.
",28
165,2.00,59.9 fps,420 x 236,Hot and Cold Crustacean,21,TheGrego,2017-09-12,32604,Varied rotations depending on distance from a point. It goes from hot to cold from within the crustacean's core.,4
166,0.79,63.1 fps,420 x 236,notebook drawings,589,flockaroo,2016-09-21,32540,"hand drawing effect
...i used to draw a lot, now i let computers pursue my hobbies ;)

took aspect ratio into account, so webcams dont get quenched too much
...so try your webcam instead of jean claude ;)",55
167,2.10,60.0 fps,420 x 236,hex truchet normal,19,Angramme,2019-11-30,32501,added little specular for looks,0
168,1.50,60.0 fps,420 x 236,[SH17B] HellCarting,170,Trisomie21,2017-07-19,32400,"Some say that the mine is endless... the one that knows never returned.
",13
169,1.71,60.3 fps,420 x 236,Insect,158,iq,2013-04-26,32276,"An exercise on animating something alive. Modelling is basic and shading is meh, but overall it looks good I think!",22
170,0.84,60.0 fps,420 x 236,Inverse Bilinear,86,iq,2014-10-07,32203,Inverse bilinear interpolation: given a point p and a quad compute the bilinear coordinates of p in the quad. More info in this article.,24
171,1.56,60.1 fps,420 x 236,[2TC 15] Mystery Mountains,486,Dave_Hoskins,2015-01-30,32141,A fractal mountain range in 259 chars.,107
172,1.36,59.9 fps,420 x 236,Shadertober 03 - Bait,8,BackwardsCap,2019-10-03,32106,I'm hooked,1
173,1.09,60.3 fps,420 x 236,Basic Montecarlo,208,iq,2016-01-04,32011,"A simple pathtracer, with progressive rendering. The random numbers are really bad quality, so this is probably noisier than it should, and biased. I have disabled the specular reflections.",25
174,1.15,60.1 fps,420 x 236,[SH2014] Cellular,244,vug,2014-03-20,31896,A colony of single cell organisms,14
175,0.00,00.0 fps,420 x 236,Super Mario Bros.,121,HLorenzi,2013-11-18,31753,"Mario jumping dynamically through a random level! How does Mario retain his jumping speed if shaders here are not supposed to know past frames? Would have done more sprites (bushes, clouds, enemies), but it's already really heavy to compile as it is...",12
176,0.87,61.7 fps,420 x 236,Piano,142,iq,2013-04-05,31572,"Mi piano at home. I wanted to add all lots of modeling details, but WebGL simply dies (Desktop OpenGL is perfectly fine, though). ",28
177,0.69,60.0 fps,420 x 236,Dancing stick figures,22,Eybor,2017-04-18,31551,The shader I wrote for the shader showdown qualifications at Revision 2017,2
178,0.89,60.0 fps,420 x 236,A Simple Circle,128,jonobr1,2014-03-19,31488,A function to draw a simple circle based on coordinates and radius.,9
179,1.00,60.1 fps,420 x 236,Noise animation - Electric,502,nimitz,2014-06-23,31435,"Playing with different ways of animating noise. In this version, the domain is displaced by two random fbm noise calls (one for each axis).",7
180,2.22,60.1 fps,420 x 236,Input - Sound,237,iq,2013-02-24,31191,"The simplest sound visualized possible. It reads the FFT (frequency analysis) and wave information and displays it. The sound is uploaded as a 512x2 texture. First row is the spectrum, second one is the waveform.",15
181,0.94,55.7 fps,420 x 236,Apollonian,286,iq,2013-05-02,31086,The classic standard apollonian/kleinian fractal (everybody needs to render one at some point).,14
182,2.18,60.0 fps,420 x 236,Hexagons - distance,361,iq,2014-03-09,30954,Very dirty maths for computing the distance to hexagon borders,7
183,1.67,59.9 fps,420 x 236,Quad Sphere,7,gyabo,2014-03-01,30816,I love sphere. :-),0
184,0.66,21.6 fps,420 x 236,Warping - procedural 1,373,iq,2013-10-27,30777,Warp. Tutorial here: https://iquilezles.org/articles/warp.,7
185,0.73,50.8 fps,420 x 236,Geodesic tiling,469,tdhooper,2017-01-27,29883,"Distributing points on a sphere, without the bunching at the poles you get from spherical coordinates.

Minimal version of the technique: https://www.shadertoy.com/view/llGXWc",23
186,0.91,62.6 fps,420 x 236,Himalayas,407,reinder,2018-05-29,29843,This is my first attempt to render volumetric clouds in a fragment shader. I started this shader by trying to model the clouds of Horizon Zero Dawn and render them using the integration method of volumetric media as described by Sébastien Hillaire (SebH).,40
187,2.07,60.1 fps,420 x 236,"The sun, the sky and the clouds",131,stilltravelling,2019-03-20,29951,"Very much a mash up of lots of shaders, move the sun around with the mouse. Happy experimenting",14
188,1.73,60.0 fps,420 x 236,Bandlimited Synthesis 1,177,iq,2020-07-27,29799,A simple way to prevent aliasing of cosine functions (the color palette in this case) by removing frequencies as oscillations become smaller than a pixel. You can think of it as an LOD system. Move the mouse to compare naive versus band-limited cos(x),18
189,0.99,45.6 fps,420 x 236,Paroi Jaune,101,XT95,2018-04-06,29553,Noise derivates rocks !,19
190,1.55,60.0 fps,420 x 236,Gargantua With HDR Bloom,378,sonicether,2016-04-07,29561,"My attempt at recreating the black hole Gargantua from the movie Interstellar. High-quality bloom was essential for the right look, so I did what I could with only four passes. No background stars/nebulae, maybe I'll do that in the future.",18
191,1.44,60.0 fps,420 x 236,Columns and Lights,201,iq,2013-03-10,29455,"Some columns, derived from Slisesix: https://www.shadertoy.com/view/NtlSDs, inspired a bit by Moria but ""caracumb"" style rather than high ceiling.",15
192,1.26,60.1 fps,420 x 236,Noise - value - 2D,144,iq,2013-05-14,29423,"Value Noise . It's cheap compared to Gradient Noise ([url]https://www.shadertoy.com/view/XdXGW8[/urk]) and produces blocky patterns (left), but it's good enough to generate fractal noise in most cases (right).",8
193,1.26,60.0 fps,420 x 236,Woods,198,iq,2013-09-29,29331,"A wonderful place to explore. The structure is very repetitive and regular, I didn't add any big scale variation cause I didn't expect to move the camera in this one, but focus in this one shot. It runs slow too, I'll try to optimize it later.",19
194,0.00,00.0 fps,420 x 236,[SH17C] Raymarching tutorial,364,reinder,2017-07-30,29318,"The shader used as example in this tutorial can be found here.

You can navigate the slides using your arrow keys.",43
195,1.44,60.0 fps,420 x 236,Abstract Corridor,388,Shane,2015-08-26,29320,"Using Nimitz's triangle noise idea and his curvature function to fake an abstract, flat-shaded, point-lit, mesh look.",43
196,1.25,60.1 fps,420 x 236,Misty Lake,278,reinder,2013-12-01,28918,"A misty lake in the morning. Cloud and noise functions by Inigo Quilez.

You can use your mouse to look around.",17
197,1.00,60.0 fps,420 x 236,spilled,587,flockaroo,2016-06-15,28718,"fast version of single pass cfd (https://www.shadertoy.com/view/MdKXRy) - with shading.
the randomness changes per frame, therefore no texture caching problems
press <i>-key to init the image (e.g. in fullscreen)
",31
198,1.58,59.9 fps,420 x 236,Bubbles,393,iq,2013-05-03,28665,Happy Bubbles ^_^,7
199,1.54,60.1 fps,420 x 236,Branchless Voxel Raycasting,164,fb39ca4,2013-08-12,28654,"Typical DDA algorithms used for voxel traversal use if statements to decide which axis to advance the ray along.  I have devised a modification that eliminates most of them, increasing the performance on GPUs, which do not cope well with branching code.",44
200,1.81,60.1 fps,420 x 236,Mandelbrot - convergence,58,iq,2016-12-03,28589,"Visualization of the border, inner and outer radius of the convergent areas of the generalized Mandelbrot, for this article: http://iquilezles.org/articles/mset_1bulb",4
201,1.72,60.1 fps,420 x 236,Playing marble,778,guil,2015-03-12,28414,3d marble texture ,46
202,1.98,59.9 fps,420 x 236," 1D, 2D & 3D Value Noise",190,morgan3d,2014-03-15,28381,Noise in up to three dimensions tuned for performance and avoiding visible tiling artifacts.,4
203,1.99,60.1 fps,420 x 236,Noise - gradient - 2D,141,iq,2013-05-14,28152,"Gradient Noise. Slightly more expensive than ""Value Noise"" (https://www.shadertoy.com/view/lsf3WH), but higher quality.",9
204,0.95,62.0 fps,420 x 236,Ray tracing a cone,36,Zavie,2016-11-14,27169,"Highschool maths galore.
(FIXME: do the bottom part)",12
205,0.01,0.8 fps,420 x 236,IcePrimitives,240,Bers,2016-03-06,27145,Practice at playing with ray-marched refraction through arbitrary geometry.,11
206,2.01,60.0 fps,420 x 236,Multiscale MIP Fluid,590,cornusammonis,2019-11-24,27167,A mipmap-based approach to multiscale fluid dynamics.,27
207,1.23,60.0 fps,420 x 236,Mandelbrot - orbit traps,122,iq,2013-06-05,27128,"Some orbit trap coloring in the Maldebrot set. There are two traps. First one (col1, in blue) is ""average trap distance to line"". The second one (col2, in yellow) is ""minimum distance to point"". The distance to the set (c1, in black) is then multiplied.",5
208,0.00,00.0 fps,420 x 236,[SH18] Human Document,209,reinder,2018-07-25,27117,"This shader uses motion capture data to animate a humanoid. Image Based Lighting (IBL) is used to render the scene. Have a look at my shader Old watch (IBL) for a clean implementation of IBL.
(mouseable)",34
209,1.30,60.0 fps,420 x 236,Atmospheric Scattering Sample,359,gltracy,2014-05-10,26858,sample codes of atmosphere scattering based on the article in GPU Gems2 : https://developer.nvidia.com/gpugems/GPUGems2/gpugems2_chapter16.html,8
210,1.33,59.9 fps,420 x 236,Fractal Flythrough,240,Shane,2016-03-23,26824,Moving a camera through a fractal object.,29
211,1.88,60.0 fps,420 x 236,More spheres,193,reinder,2013-05-15,26782,"A simple pathtracer based on my shader https://www.shadertoy.com/view/lsX3WH showing motion blur, depth of field and importance sampling. Based on: https://iquilezles.org/articles/simplepathtracing/simplepathtracing.htm
",15
212,2.07,59.9 fps,420 x 236,Texture Repetition II,92,iq,2015-06-09,26684,"One simple way to avoid texture tile repetition, at the cost of 4 times the amount of texture lookups (still much better than https://www.shadertoy.com/view/4tsGzf). More info: https://iquilezles.org/articles/texturerepetition/",12
213,2.68,59.9 fps,420 x 236,Ball Of Fire,244,Trisomie21,2013-03-03,26616,"Without the corona : http://www.noisemachine.com/talk1/24a.html
",7
214,,,,,,,,,,
215,0.37,30.0 fps,420 x 236,Xyptonjtroz,506,nimitz,2015-02-11,26283,Going out for a morning stroll on Xyptonjtroz.,36
216,0.22,27.5 fps,420 x 236,Neptune Racing,220,Dave_Hoskins,2014-12-03,26268,"Another landscape. This time using a stack of 8 distance field sphere scoops, enabling anti-aliasing and DOF.

Thanks to vgs (https://www.shadertoy.com/view/MdBSDt) for the stack idea.",14
217,0.96,60.0 fps,420 x 236,Deform - square tunnel,97,iq,2013-01-02,26259,"A 2D square tunnel. If done naively, the tunnel will have a discontinuity in the left side of the screen where the atan() function branches. Taking derivatives on the right where there's no branch and applying them on the left side fixes the problem.",5
218,1.47,60.0 fps,420 x 236,BuckleUp,93,dila,2016-11-07,26175,What the hell.,9
219,1.12,60.0 fps,420 x 236,Angels,183,iq,2013-04-19,25779,Some flying creatures. I need to find a cheap way to do volumetric rays!,19
220,2.08,60.1 fps,420 x 236,Traced Minkowski Tube,132,Shane,2015-09-04,25751,"A point lit, rounded square tunnel, produced without the use of ray marching.",20
221,0.84,61.3 fps,420 x 236,Weather,241,Dave_Hoskins,2014-05-04,25639,"Adjust cloud layer thickness with the upper and lower defines.
Mouse X to move through time.
It ray-casts to the bottom layer then steps through to the top layer. The larger steps at the horizon are not really noticeable.",23
222,0.81,60.0 fps,420 x 236,edge glow,228,jmk,2013-02-16,25624,A simple edge detection (sobel) shader.,6
223,0.20,1.1 fps,420 x 236,Minecraft,175,reinder,2013-09-06,25624,port of javascript minecraft: http://jsfiddle.net/uzMPU/ combined with voxel-shader by inigo quilez (https://www.shadertoy.com/view/4dfGzs).,14
224,0.00,00.0 fps,420 x 236,Quake / Introduction,229,adx,2018-08-17,25348,"Quake (1996) starting area, ray-traced.

Key map (Buffer A):menu        	Tab/Esc
resolution  	1-5, +/-
perf. info  	P
move        	WASD/ZQSD/arrows/space
fire        	E/F
respawn     	Home/Bksp
tex. filter 	T
light shafts	LAim for the sky ;)",85
